Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
Lemon Squares,Put pan into the oven chamber,Remove drumsticks,Sprinkle with confectioners sugar,Bake about 25 minutes or just until no imprint remains when lightly touched in center,Cut into squares,"Add oats, flours, baking soda, salt and chocolate chips",Pour over hot crust,Bake in 350 degree oven for 1 hour,Bake for 20 minutes,"When you've finished with the dough, b ake the biscuits in a 400 degree oven for about 10 minutes, just until they start to brown, then take them out and preheat the broiler, and then stick the biscuits back in until they are brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popcorn Snacking Mix,Top with whipped cream if desired,Cool completely,Combine all ingredients in crock pot,Remove from heat and quickly stir in vanilla and soda until light and foamy,Spoon the batter into paper-lined muffin tins and bake at 375F for 20 to 25 minute,"In a large saucepan, combine brown sugar, corn syrup and butter and bring to a rolling boil","Grease a large roasting pan and pour in popcorn, cereals, and peanuts, stir to combine","Reduce heat to low, cover and simmer for 30 minutes or until the wings are tender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon Shortbread Cookies,Scrape sides of the bowl,Slowly bring to a boil on the top of the stove,"In a large bowl, cream butter and sugar with electric mixer","Dredge the cutlets in flour, shaking off excess",Let the mixture rest of 20 minutes,Place in a warm draft-free place,Preheat oven to 325 degrees,Chill to set chocolate or frosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saltine Candy / Toffee,Mix dry ingredients in lg bowl,Refrigerate until hardened,Bake 10 minutes in 350ºF oven,Lay crackers out flat on foil,Combine marinade and chicken in a plastic bag,"Pour by ¼ cups onto prepared 375 degree griddle and cook 2-3 minutes on first side, then flip and cook 1-2 minutes more, or to your liking",Melt sugar and butter until foamy (3 minutes),"Combine cream cheese, sour cream& salsa","Bake at 400 degrees for 20 minutes or until shrimp turn pink, stirring once",Break into pieces like peanut brittle,Line jelly roll pan with foil and spray with non-stick spray,Pork Chops:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borden's Mini Cheesecakes,Take out bay leaves before serving!,Garnish with fresh berries or sliced fruits,chocolate shavings,"Add the rice and cook, stirring until the rice is coated in the oil mix",Bake 20 minutes or until cakes spring back when touched lightly,mix well,Spoon batter into pan,Preheat oven to 300 degrees F,Spoon equal amounts into prepared cups (about 3 tbl per cup),Note: For milder chutney an additional 1 quart of apples may be added,Broil for 5 minutes,Line cupcake tin with cupcake papers (24),Add eggs and vanilla,Serve dip hot with chips,Also good with cooked spinach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vegetable Quiche,Add cheese and vegetables to egg mixture and mix well,Boil the potatoes in their skins until tender,"Add pepper, garlic powder, chicken soup base, soy sauce and Worcestershire sauce, stir to blend",Add 1/2 cup lime juice,",","While vegetables are cooking, toss cheese and flour together",Serve with orange slices and toast,Pour into greased pie dish and bake at 375 degrees for 45 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & M Oatmeal Brownies,Cool completely on wire rack before cutting,"swirl until golden brown, allow to cool, then grind in a mortar& pestle or spice mill","Add onions, lentils and carrots",Sprinkle reserved mixture on top of batter,"In the dish put together the:chopped Tomatoes,Ginger,Garlic,Onion,Salt and olive oil, then mix together",Measure 1 cup of mixture and set aside for topping,"Dredge chicken pieces in flour, then swish in butter (both sides), until coated","After you prepare your brownie mix as directed on box, spread over the top of crust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guamanian Pudding Dessert,"Heat over medium-low (about#3-4 on an electric stove), stirring constantly, until it begins to thicken and has developed a pudding texture (it will coat the back of a wooden spoon)- this takes about 15-20 minutes",Cool for 2 minutes and enjoy!,Chill in a covered bowl in the fridge until cool- pudding should thicken a bit when cool,reserve 1/2 cup liquid,Bake at 350* for 55 minutes or until lightly browned,"In a large saucepan, combine 1 2/3 cups water, evaporated milk, margarine, sugar, vanilla, and eggs",Mix together the cornstarch and the 1/3 cup water,Line a 9x13\,",","combine cake mix,pie filling,extract, and eggs",Leave to stand approximately 1/2 hour,"Fry until nicely browned on the outside and heated through, apprx 5 minutes each side Serve",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cream Cheese Brownies,dust with paprika,Spoon into lightly greased 9\,Stir in potatoes and rest of ingredients,"Add the flour, vanilla, baking powder, salt and the chocolate chips, mix well until combined",Pour batter in a funnel--hold the hole closed w/ your finger,Reduce heat to medium,Add the lemon juice and check the seasoning,Pour into a 9\,"To make the cream cheese layer, put the cream cheese in a mixer bowl and mix with the paddle attachment until it's smooth","Combine first 5 ingredients in a small bowl, and spread evenly over bread slices",Put aside and let come to room temperature,Preheat the oven to 325°F,"Add the rest of the cream cheese layer ingredients, beating well and scraping down and of the batter that dares try to escape up the sides of the bowl",It won't,"In a separate bowl from the cream cheese mixture, mix the eggs and the sugar until it's thick and a gorgeous lemon color",heat through,"Take a knife and gently draw it through the batters, from left to right and from top to bottom, making a checkerboard pattern",Add the chocolate mixture and mix well until combined,Sprinkle with the nuts,Cook on low  for 6 hours or high for 3.,Add the remaining chocolate mixture,,,,,,,,,,,,,,,,,,,,,,,,
Tropical Paradise Bars,Bake about 35 minutes until golden brown,Remove air bubbles,For Filling: Drain pineapple well,For crust: Chop 1/4 cup (50 mL) nuts,Press into bottom of a 9-inch (23 cm) square baking pan,Set aside 1/2 cup of walnuts for garnish,Add enough water to make stirable consistency,Heat the oil in a flameproof casserole,Combine all ingredients and simmer for 1 1/2 hours,Bake in preheated 350° F (180° C) oven 12 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crumb Top Apple Pie,"Gradually add powdered sugar, beating until blended","Combine sugar, cinnamon and nutmeg in a large bowl",Dab on top of apples,Stir in pectin and liqueur,Preheat oven to 350.,of the edges Press the mushroom slices into the cheese mixture,"Cover and let simmer over Med heat for 15 minutes, stirring occasionally",Add apple slices,Bake for 50- 60 minutes,Serve over rice and sprinkle peanuts over each serving,Sprinkle water and lemon juice over apple slices and toss until coated with sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Cafeteria Peanut Butter Bars,"Divide dough, place in will greased loaf pan",Heat oven to 450 degrees F,Warm the next set of ingredients and add them,"Combine flour, baking soda, and salt and set aside","Cream together the butter, peanut butter, granulated sugar, brown sugar, and vanilla in a large bowl",Enjoy!,"(If you'd like to go the extra mile past what your school could probably afford to make for your lunches, you can take 1 cup of milk chocolate chips and put them on the surface of the peanut butter bars just after you've removed them from the oven",The bar) Let the bars it cool in the pan on a rack then cut into bars,"Melt 2 tbsp butter in a stock pot, or Dutch oven",Cover and cook on low for 6 to 7 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simplicity Chocolate Cake,Pour the mixture into a prepared cake tin and bake in a moderate oven,I've been meaning to try dried cranberries,Melt the butter,Put all the other ingredients into a large bowl and pour the melted butter on top on them,mix well,Beat on high for 3 minutes only,Combine all the ingredients in a saucepan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stewed Rhubarb,"In a large bowl, combine flour, sugar, baking powder, and salt",See recipe listed here at Recipezaar,"Remove from the heat and set aside in a medium bowl, covered",Great with\,Remove the bowl and stir until the cheese has has achieved the desired consistency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia Walton's Applesauce Cake with Whiskey Frosting,Cream butter in another bowl until light and fluffy,Blend in remaining sugar and the bourbon until proper spreading consistency,Makes enough frosting to cover a 10-inch tube pan,Stir in raisin mixture,Spoon into greased 10-inch tube or bundt pan,Cool 5 minutes,Sprinkle with the cheeses,Bake for 45 minutes,Bake for 5 minutes,"Boil, bake or microwave the pumpkin until soft but not mushy",Bake in preheated 350 degree oven for 1 hour and 20 minutes (or until cake tester inserted in center comes out clean),Repeat with next tortilla and rest of bean mixture,Bake at 350 for 1 hour,"Whiskey Frosting: Stir together butter and cream, beat in 1 cup of the sugar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitty Chippers,Set dough balls onto ungreased cookie sheets about 2\,Pour marinade over chicken and let stand in fridge for at least 1 hour,"Mix flour, cinnamon, baking soda, and salt",Blend until smooth,Stir in the cooled butter mixture along with the mini chocolate chips- this will be quite crumbly,",",",",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham and Grits Crustless Quiche,"Now, assemble your pizzas",Bake at 350 for 35 minutes,Let stand for 5- 10 minutes before serving,"Reduce heat to low, cover and simmer for 10 minutes",Stir frequently to break sausage apart,Shape dough into small balls,"Add evaporated milk, ham, cheese, mustard, hot sauce and eggs and stir to mix well",salt to a boil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby Food Pineapple Coconut Carrot Cake,Continue until the asparagus\,Add seasonings (eg,Heat the oil in a large saucepan and cook the onion over a low heat for 10 minutes or until soft,Bake for about 35 minutes or until center tests done,"If you have any left, store in the refrigerator!",Drain and refresh under running cold water,"Fold in pineapples, nuts and coconut","Frosting: In a large bowl, beat cream cheese and butter until smooth",Add vanilla and confectioner's sugar and beat until desired spreading consistency,"In a large mixing bowl, combine dry ingredients and mix well","Add oil, eggs and baby food and mix on low speed until well combined",Serve on lettuce leaves if desire and sprinkle with sesame seeds for garnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glazed Lemon Loaf,Cool& remove from pan,"When warm, add flour to thicken sauce",Glaze: Blend& pour over hot loaf,Bake at 350 for 20 minutes,Bake 350 degrees F for 1 hour,"While still at boil, add potato flakes stirring constantly until gravy thickens to a desired consistency",Beat in eggs,Add dry ingredients alternately with milk,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oatmeal Cookies,Bake at 350.,Bake till bubbly,Drop by spoonfulls onto an ungreased cookie sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herb and Citrus Salmon Pockets,In a small mixing bowl combine all ingredients for tangy butter sauce,Mince a few herb leaves for butter sauce and set aside,Combine all remaining ingredients and pour over chicken,Cut two deep bias cut slits across the width of each fillet,Stuff each slit with a citrus slice and herbs,Sprinkle with the chocolate and peanut butter chips,Preheat oven to 425 degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick and Easy Coconut Macaroons,Preheat oven to 350 degrees F (180 degrees C),Pour into a greased and floured 9 x 13\,Place in a 10x6x2 baking dish,Refrigerate for 6 hrs (if the Chicken is in a shallow dish cover) turning or shaking occasionally,Bake 8 to 10 minutes or until lightly browned around the edges,Immediately remove from baking sheets,Drop by rounded teaspoonfuls onto aluminum foil-lined and generously greased baking sheets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chewy and Fudgy Brownies,"Bake the 13 x 9 pan for 30-35 minutes, the 8 x 8 for 45-70 minutes  Or until a toothpick inserted in the center of the pan comes out just slightly moist","Season with salt and pepper to taste, and additional lemon juice if necessary","Add dry ingredients in three batches, stir with a wooden spoon and ensure that each batch is fully incorporated before adding the next","Boil the potatoes until tender, drain off the water","Melt Butter with chocolate in the microwave, about 2 minutes at 50% power","I took out the bones and put it in a bowl with 1 cup of the cheese, the onions, and a little of the tomato mixture from the crock pot",x 5-in,Drop dough by heaping teaspoonsfuls onto lightly greased cookie sheets,Serve warm or cold,This can also be done over a double boiler,Cool in the pan on a rack,set aside,Let allow chocolate mixture and roasted nuts to cool,Line pan with foil or parchment and grease,"Stir and continue to microwave at 50% power as required, stirring every 60 seconds","With a rolling pin or meat pounder, flatten chicken breasts","Whatever you do to insure that that you don't over cook, simply start checking when they start to smell like brownies!  You can rotate the pan halfway through the cooking process to even things out if desired",Do not discard the liquid that forms,"Wash potatoes, and rub with oil",Cooking time varies all over the place depending on type of pan and your oven,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Cookies,Combine all ingredients in a saucepan,Drop by spoonfuls onto a ungreased cookie sheet,Fold in the chocolate chunks,Lay out crescent rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Covered Strawberries,This wonderful sauce is even better the next day,",",Place on the non-stick baking paper and leave until the chocolate is dry and set,rub with salt and pepper,Break up the chocolate and place in a small metal bowl,Place over a saucepan of hot water and heat until melted,Cover a baking sheet with non-stick baking paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peas Amandine,Mix all the other ingredients,Mix to combine,"Cook peas according to package directions and drain, set aside and keep hot",TO COOK IN THE OVEN: Turn the mixture into an ungreased 3-quart casserole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Pepper and Ginger Lemon Cake,Spread mixture on halved buns,"(If barbecuing fish on standard grill, brush fish with oil before cooking","Bake at 350°F for 20-25 minutes, until edges golden are brown",put the rack and cake over a plate or sheet of waxed paper or foil to catch drips of glaze,add 13/4 cups of the sugar and beat about 1 minute,Place frypan under grill until top of frittata is golden brown and firm,Finely grate the zest of the two lemons,"Cook over a high heat, stirring constantly for 1-2 minutes",combine with the remaining 1/2 cup sugar,Smooth the top by twisting the pan sharply back and forth once,You can sprinkle cinnamon on the top if you like,"juice the lemons, putting 2 tablespoons of the lemon juice in a cup with the lemon zest","Remember, this is 4 servings, you may double",Garnish with crushed tortilla chips and sour cream on top if desired,let stand until cool,Press 1/4 cup coconut mixture into pyramid shape (about 1 1/2 inches high),invert and tap to shake out excess crumbs,set the rest of the juice aside,Use low to medium heat on gas BBQ,"Bring remaining ingredients to a boil with 2 cups water, add beets and simmer 10 minutes, Remove cinnamon sticks",Return butt to crock pot and add bottle of BBQ sauce,set aside,set aside,"add the eggs one at a time, beating well after each addition","dust all, including the center tube, with fine, dry bread crumbs","When cooled, add onion, shallots, peanuts, ginger, mint and coriander leaves","Sift together the flour, baking soda, baking powder and pepper",Set an oven rack a third of the way up from the bottom and preheat the oven to 325 degrees,Remove from crock pot with a slotted spoon and place on a serving platter-Pour liquid into a medium saucepan,Put potatoes and onions in pan and cover with water,,,,,,,,,,,,,,,
Every Which Way Quick Bread,Roast in 400 degree oven for 1 hour stirring every 15 minutes,Combine wet ingredients,"Distribute batter among the 4 pans, and bake for 30 to 40 minutes","Adjust salt, pepper and sugar according to taste",In separate bowl combine dry ingredients,Spirally wrap a piece of bacon around steak and secure with one or two toothpicks,Do not over mix,Coat 4 small loaf pans with vegetable cooking spray,"Place cherries in a greased, 8 inch square baking dish",Preheat oven to 325ºF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Safe Whoopie Pies,Drop by rounded tablespoonfuls onto a greased cookie sheet about 2 inches apart,"Filling: In a saucepan, combine flour and salt","Add the chicken broth, re-add the onions and simmer for one hour, covered","Serve this with rice and other Indonesian dishes, what is really great as a little side dish is to quarter a few bananas and quickly fry them in butter until brown and starting to soften, keep warm in the oven until you are ready to serve",Gradually whisk in milk until smooth,remove,Mix until well combined,"In a large bowl, cream shortening and sugar",After about 20 minutes take stone out of oven and turn the chips over,"Add 1/2 cup of stock to the rice, stirring until absorbed","Stir constantly over medium-high heat until thick, about 5 minutes",Remove to racks to cool,"Boil, steam or microwave broccoli until just tender",Spread filling on half of the cookies and top with remaining cookies,Add the flour and essence and process until smooth,"Add the onion and cook for 8-10 minutes, or until almost soft","In a small bowl or measuring cup, combine hot water and cocoa and mix well","Stir in salt, pepper and garlic powder",Individually wrap with plastic wrap and store in refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Lemon Meringue Pie,"Mix in mustard, Worcestershire sauce, vinegar, salt, pepper, sugar and catsup",Refrigerate 3 to 6 hours before serving,cover and cook about 5 minutes or until shrimp is almost cooked through,Bake in 400 degree oven for 35 to 40 minutes,Pour hot filling into cooled piecrust,Bake in preheated oven for 20 minutes,Spread the meringue over the hot lemon pie filling,Cover and let rise for about 1 1/2 hours or until the dough has  doubled in size,Remove from heat,"Gradually add the water, stirring constantly",Cook broccoli in salted water until just tender,Bring to a gentle boil,Place ham and cheese on each breast,Gradually stir about 1 cup of the hot mixture into the egg yolks,Stir the rice with a fork to separate the grains,"Prepare meringue: In large mixing bowl combine 3 egg whites, 1/2 teaspoon vanilla and 1/4 teaspoon cream of tartar",Pour egg yolk mixture back into remaining hot filling in saucepan,add more milk to eggs and bring it up to temperature,"Gradually add 6 tablespoons sugar, beating the meringue until stiff and glossy peaks form and all the sugar is dissolved",Transfer beef to crock pot with a slotted spoon,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Chip Toffee Millerbars,Add the egg and mix well,Add zucchini,Cover noodles loosely with plastic wrap and set aside,Cool on a wire rack and cut into bars,Bless Miller with every bite!,"Reserve 1 1/2 cups of the crumb mixture, and press the rest into the greased pan",Stir until combined,Grease a 9 x 13-inch baking pan,Remove from skewers and serve hot,Salt and pepper to taste,Place in oven and allow to cook for about 15 minutes,Pour the condensed milk evenly over the hot crumb crust,Bake for 10 minutes,Preheat the oven to 350°F,Garnish with slivered green onion tops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple Chocolate Bread Pudding,"Sprinkle with paprika, and bake at 350 degrees for 45 minutes","Add the corn, tomatos, black beans and sauteed ingredients",Add clove sachet and cinnamon sticks to cider and stir,"Toss them in a bowl with the melted butter, walnuts, and chocolate chunks",Tear the bread into chunks approximately 1 inch square,Let it stand for at least 1/2 hour,Bake for 30 to 40 minutes until the pudding is puffed and just set,Rush it to the table and serve with vanilla ice cream or whipped cream,"Add the garlic, bay leaf, sugar, salt and vinegar",") In a bowl, mix the cream of celery, cream of mushroom and mayo together","With a broad spatula, occasionally push the bread down into the liquid as it soaks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sticky Rhubarb Muffins,Add to the creamed mixture alternately with the milk,Add the rhubarb,Combine 4 tablespoons butter and brown sugar until coarsely blended,"Remove from oven and let stand for five minutes, then invert to remove",",","Mix butter, cocoa, sugar and milk in saucepan and heat to boiling","Cream softened butter and 1/4 cup sugar, beat in egg",Grill steaks to personal preference,Allow to marinade at least one hour in refrigerator,",",Do not over mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunelos (Dessert),Season to taste with salt and pepper,"roll down top of bag, and shake gently to coat","In small bowl, mix sugar and cinnamon thoroughly","Bake for 1 1/2 hours, or until cake tests done",Select White Bread and push start,"Fry tortillas, a few wedges at a time, in the oil until golden brown",Cut each flour tortilla in 8 wedges,Mix drained pineapple with the coconut,Pour on top of chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acorn Squash With Pineapple,Return to oven and bake 5 more minutes or until pineapple mixture bubbles,Press remaining mixture into bottom of 8 x 8 baking pan,Divide pineapple mixture in half and place inside squash cavity,"put 2 tbsp of oil in the skillet and stir fry the beef until nicely browned, remove and keep warm",Preheat oven to 350 degrees,"Place each half, cut-side down on a nonstick baking sheet",Sprinkle with remaining parmesan cheese,Now place squash into a baking dish,Heat oven to 350º,cook and stir until eggs are thickened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Ganache,",","Turn tuna over and continue cooking, about two minutes for rare, four for medium",",",",",Press into 9\,Drop by teaspoonful on ungreased cookie sheet,Zap it all with a hand blender and check seasonings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetic Strawberry Shortcake,keep warm,Cover and refrigerate,"Add diced bell pepper and chipped butter, 2- 3 pats at a time, swirling pan constanly over burner",Preheat oven to 425 degrees,Mix until soft dough forms,"Add chicken, cook over medium high heat for 5 to 6 minutes or till chicken is tender and no longer pink, turning once",Drop batter by spoonfuls onto greased baking sheet to form 6 shortcakes,Serve casserole over mashed potatoes,"Mix well and add chicken, stirring to coat",Add milk and sour cream,Cut in half and layer strawberry sauce and whipped topping in middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pineapple Baked Beans,"Add the vanilla, flour and salt till crumbly","Add sugar, rind and juice",Stir in pineapples and bake 30 minutes more,Bake at 425 degrees F for 15 minutes,"Bake for 30 minutes, uncovered",For Vegetarian use vegetarian baked beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yummy Low Cal-Low Fat Pineapple Bread Pudding,"When ready to bake, preheat oven to 325 degrees",Bake for about 50 minutes or until the top is lightly browned,Serve warm,Refrigerate leftovers,"To serve, garnish with sesame seeds and cilantro",Bake in a preheated 350F oven for 15-20 minutes,Mix first 8 ingredients together,Uncover the casserole dish and pour the melted butter evenly over the top,",",Pour over the bread cubes in the casserole dish,"Cook over low heat, stirring often, until melted and smooth- this may take a while, about 20-30 minutes (do not be tempted to rush things by raising the heat or your fondue will burn)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Tart Crust - Tortenboden,"Beat the egg whites until fluffy, then fold them into the mixture",stove top stuffing,Cool and slice into squares,"Grease a pan and dust with flour, pour mixture into pan and bake at 350 degrees for 35 minutes",Combine all mixtures,"Mix buttermilk, oil, eggs and vanilla together",Bring to boil,Remove from oven and let cool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oatmeal Peanut Butter Chocolate Chip Cookies,Combine oats and baking soda,Cut into squares,drop by tablespoonfuls onto ungreased cookie sheets,"gradually add sugar and brown sugar, beating well","add to butter mixture, mixing well","pressure, reduce heat to stabilize pressure and cook for 10  minutes",Flour a board & take out small portions at a time,Stir in morsels,Sprinkle the flour over the beef and onions and blend in,Cool on cookie sheets 5 minutes,stir in sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traditional Amish Sugar Cookies,"Add eggs, mix again",Bake in oven at 375 degrees,Put 3 large handfuls of petals into the clean pot,Fill taco shells with fish mixture,Drain and mash well,Save the best 8 shells,Then slightly flatten dough with the bottom of cup,Drop small balls of dough on cookie sheet,"Add flour, cream of tartar, vanilla, and baking soda mix together",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Strawberry Cobbler,Spoon mixture into a greased 8-inch square baking dish,"add to butter mixture alternately with milk, beginning and ending with flour mixture","Arrange strawberries on top, cut side down",Top with the remaining 1/2 cup cheese and continue baking for 10 minutes,"Bake, uncovered at 350* for 30 minutes",bring to a boil,Shape the beef into round flat hamburgers (about 1\,I have\,Serve warm with ice cream or whipped cream,"gradually add 3/4 cup sugar, beating well",Beat 1/4 cup softened butter at medium speed with an electric mixer,"Combine chopped rhubarb and sugar, (if using cinnamon mix it with sugar, then mix with rhubarb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creamy Peanut Butter Fudge,Cover and cook 3 minutes without stirring,scoop out center part of zucchini to about 1/4 inch from edges,uncover and boil 5 minutes (Do not stir),Press crumb mixture on top of each fillet,"Bring to a boil over medium-high heat, stirring constantly",Cream Cheese Frosting: Beat cream cheese and butter together,"add morsels, stirring until morsels melt",Place in freezer for 10 minutes or let cool at room temperature,"Add corn, half-and-half, and cheddar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Chess Squares,Add the vanilla extract,"In a separate bowl, assemble the remaining ingredients, stir well","Make a well in dry ingredients and add oil, egg yolks, bananas and lemon juice","Bake 45 minutes or until top is golden, cool and cut into squares","Spread all over pork loin, roll the loin in chopped parsley","In a mixing bowl, beat the cream cheese, powdered sugar, and egg whites until smooth",Throw it all in a big saucepan and simmer 20 minutes,"Now, pat the batter mixture into the bottom of the prepared pan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nut-Free Carrot Cake,"Beat oil and sugar, then add eggs",Add and mix the rest of the cake ingredients in the order given Beat for 1 minute,Rub both sides of chops with mustard,For steaks – turn half way through cooking time and baste with marinade,"Add cream cheese, butter and remaining ingredients",Bake at 350°F for 35 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pecan Pie,Add remaining ingredients except for cheese,Bake 325°F for 30-45 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian Cream Cake,"gradually add sugar, beating well",Beat egg whites until stiff peaks form,Spread Nutty Cream Cheese Frosting between layers and on top and sides of cake,Melt butter in a med saucepan over med heat,Batter will be stiff,"Spread 3/4 cup of mixture on each warmed tortilla, top with lettuce and roll up",Beat butter and shortening at medium speed with an electric mixer until fluffy,Add tomato and let get a little soft,Pour batter into three greased and floured 9-inch round baking cakepans,"Add egg yolks, one at a time, beating until well blended after each addition",Cool in pans on wire racks 10 minutes,Combine flour and soda,Rinse and dry,"Nutty Cream Cheese Frosting: Beat cream cheese, butter, and vanilla at medium speed with and electric mixer until creamy","In small bowl, mix broth, cornstarch, soy sauce, and ginger",Sprinkle with remaining 1/4 cup parmesan cheese,"Divide this mixture into 4-6 soup bowls, fill with hot soup, and garnish with chopped cilantro","Pour remaining marinade into large ziplock bag, add tuna",fold into batter,"Add sugar, beating at low speed until blended",,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Peanut Butter Pebbles,"Bake at 350F, uncovered for 30 minutes or until hot",Refrigerate several hours or until firm,"In a large saucepan or in a large microwavable bowl, melt the chocolate chips and peanut butter together",Add marshmallows and stir until they are well coated,"Add shrimp, simmer until done (about 5 minutes)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft 'N Chewy CHOCOLATE SANDWICH COOKIES,Fold in rhubarb,"In a large mixing bowl, beat cakes mixes, eggs and oil","Color with a few drops of food coloring, if desired, for any occasion","Add sugar gradually, until smooth and spreadable","Brown hamburger, onions, and spices until cooked","When the soup is fully cooked, stir in 2-3 tablespoons lemon juice, or to taste",Spread half of the cookies with filling and top with remaining cookies,Add the beef  and fry briskly on all sides,"Roll into 1 inch balls and place on ungreased baking sheets, flatten slightly with back of spoon or fork",These enchiladas taste even better reheated!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Ever Pumpkin Pie,Cook until slightly thickened and has changed color,Combine pumpkin and remaining ingredients in a large bowl,Cool on a wire rack,bake 50 additional minutes or until a knife inserted in center comes out clean,"Serve immediately, spooning a little of the collected juices over each chop",beat at medium speed with an electric mixer 2 minutes,Mix with pesto and pepper to taste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheery Cherry Macaroons,"Combine flour, soda, powder and salt and gradually add to creamed mixture",Drop by rounded teaspoonfuls 2 inches apart onto greased or non stick cookie sheets,"In a large bowl, combine sugar, oil and eggs",Bake for 10 to 12 minutes or until light golden brown,Drizzle over top crust while still warm,Add eggs and almond extract and mix well,"Dip catfish into melted butter and coat both sides of fish with spice mixture, using about 1 T spice mixture for each fillet",Mix all ingredients in large mixing bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Buttered Rum Muffins,place on wire racks,"In bowl, combine chili sauce,shallots,garlic, vinegar, sugar, Worcestershire sauce, chili powder, mustard and oregano, Pour over chops",Place in baking dish and bake for 45 minutes or until juices run clear,Drain fritters on paper towels,"Add eggs, one at a time, beating just until blended after each addition",Beat in the remaining eggs one at a time,"Drain, place in saucepan","cook over low heat, stirring constantly, until sugar dissolves",Beat butter at medium speed with an electric mixer until creamy,"In small saucepan, combine sugar, milk, 1/2 cup butter and salt",Combine flour and next 4 ingredients,Beat at low speed until blended after each addition,"Add flour mixture to butter mixture alternately with milk mixture, beginning and ending with flour mixture",Stir and cook 3 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
