Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
Pink Cookies,Bake at 350 for 10-12 minutes,Drop by spoonfuls onto a ungreased cookie sheet,Fold in the chocolate chunks,"Combine the cake mix,vegetable oil,eggs,and water in a large bowl and mix well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Covered Strawberries,"Dip into the chocolate, leaving part of the fruit uncovered",Do not remove the leaves from the strawberries,Place on the non-stick baking paper and leave until the chocolate is dry and set,Remove from the heat and stir,Break up the chocolate and place in a small metal bowl,Place over a saucepan of hot water and heat until melted,Cover a baking sheet with non-stick baking paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peas Amandine,"Saute mushrooms,onions, salt and pepper in same pan until onions are tender and add to peas",Mix to combine,"Cook peas according to package directions and drain, set aside and keep hot",Saute almonds in butter until lightly browned and add to peas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Pepper and Ginger Lemon Cake,Stir in the lemon-ginger mixture,you can always add,"the full amounts of ginger and pepper might be too hot for some folks- if you suspect you're among them, start small and taste a bit of the batter",put the rack and cake over a plate or sheet of waxed paper or foil to catch drips of glaze,add 13/4 cups of the sugar and beat about 1 minute,"While the cake is in the oven, add to the set-aside lemon juice enough to total 1/3 cup",Finely grate the zest of the two lemons,Pour and scrape into the prepared pan,combine with the remaining 1/2 cup sugar,Smooth the top by twisting the pan sharply back and forth once,"Bake 1 hour and 15 to 20 minutes, until a toothpick or cake tester inserted in the middle comes out dry","juice the lemons, putting 2 tablespoons of the lemon juice in a cup with the lemon zest","Stir the glaze mixture and brush it all over the cake, including the inside of the center hole","In the large bowl of the electric mixer, beat the butter until it is soft",let stand until cool,"With the mixer at low speed, add the flour mixture in thirds, alternating with the buttermilk (starting and ending with the flour)",invert and tap to shake out excess crumbs,set the rest of the juice aside,add the fresh ginger to the zest-juice mixture and set aside,Use two spatulas to transfer the cake to a serving plate,"Cover with a rack, invert and remove the pan",set aside,set aside,"add the eggs one at a time, beating well after each addition","dust all, including the center tube, with fine, dry bread crumbs","taste and add more pepper and/or ginger if desired, stirring well","Sift together the flour, baking soda, baking powder and pepper",Set an oven rack a third of the way up from the bottom and preheat the oven to 325 degrees,"Thoroughly butter a 10- to 12-cup Bundt (fluted) pan, even if it has a nonstick finish, and include all the crannies of the fluting and the center post","When the cake comes out of the oven, let it stand for 5 to 10 minutes",,,,,,,,,,,,,,,
Every Which Way Quick Bread,Mix together wet and dry ingredients,Combine wet ingredients,"Distribute batter among the 4 pans, and bake for 30 to 40 minutes",Combine dry ingredients,Gather the ingredients for the Quick Bread Base and one of the variations,blend well,Do not over mix,Coat 4 small loaf pans with vegetable cooking spray,blend well and set aside,Preheat oven to 325ºF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Safe Whoopie Pies,Drop by rounded tablespoonfuls onto a greased cookie sheet about 2 inches apart,"Filling: In a saucepan, combine flour and salt",Preheat oven to 350 degrees,"In a medium bowl, cream shortening, sugar and vanilla",Gradually whisk in milk until smooth,Bake for 10 to 12 minutes or until just firm to touch,Mix until well combined,"In a large bowl, cream shortening and sugar",Combine dry ingredients and add alternately to creamed mixture with buttermilk,"Remove from heat and pour or spoon into a bowl, cover and refrigerate until completely chilled","Stir constantly over medium-high heat until thick, about 5 minutes",Remove to racks to cool,Add chilled mixture and beat for 5 to 7 minutes until fluffy,Spread filling on half of the cookies and top with remaining cookies,Cool for 5 to 10 minutes,Flatten slightly with the back of a spoon,"In a small bowl or measuring cup, combine hot water and cocoa and mix well","Add cocoa mixture, eggs and vanilla and mix well",Individually wrap with plastic wrap and store in refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Lemon Meringue Pie,Bake the pie in a 350°F oven for 15 minutes,Refrigerate 3 to 6 hours before serving,Cook and stir 2 minutes more,Cool on a wire rack for 1 hour,Pour hot filling into cooled piecrust,Gently stir in lemon juice,Spread the meringue over the hot lemon pie filling,carefully seal all around the edge of the piecrust to prevent shrinkage,Remove from heat,"Gradually add the water, stirring constantly",Beat with mixer on medium speed until soft peaks form,Bring to a gentle boil,Cook and stir over medium-high heat until thickened and bubbly,Gradually stir about 1 cup of the hot mixture into the egg yolks,Stir in the butter or margarine and lemon peel,"Prepare meringue: In large mixing bowl combine 3 egg whites, 1/2 teaspoon vanilla and 1/4 teaspoon cream of tartar",Pour egg yolk mixture back into remaining hot filling in saucepan,Reduce heat and cook and stir 2 minutes more,"Gradually add 6 tablespoons sugar, beating the meringue until stiff and glossy peaks form and all the sugar is dissolved","In a medium saucepan stir together the sugar, cornstarch and flour",,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Chip Toffee Millerbars,Add the egg and mix well,"Bake for 25-30 minutes, until golden brown",Sprinkle with 1 1/2 cups of toffee bits,Cool on a wire rack and cut into bars,Bless Miller with every bite!,"Reserve 1 1/2 cups of the crumb mixture, and press the rest into the greased pan","In a large bowl, mix together the flour and brown sugar",Grease a 9 x 13-inch baking pan,Cut in the butter until it resembles coarse crumbs,Sprinkle with the remaining crumb crust mixture and the other 1/2 cup of chocolate chips over the top,Remove from the oven and sprinkle with the rest of the toffee bits (1/4 cup),Pour the condensed milk evenly over the hot crumb crust,Bake for 10 minutes,Preheat the oven to 350°F,Stir in 1 1/2 cups of the chocolate chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple Chocolate Bread Pudding,Beat the eggs slightly,Preheat the oven to 350.,"Beat in the sugar, cocoa, salt, chocolate milk, and vanilla","Toss them in a bowl with the melted butter, walnuts, and chocolate chunks",Tear the bread into chunks approximately 1 inch square,Let it stand for at least 1/2 hour,Bake for 30 to 40 minutes until the pudding is puffed and just set,Rush it to the table and serve with vanilla ice cream or whipped cream,Spread the mixture in a buttered 9 x 13 x 2 baking dish,Pour this mixture over the bread,"With a broad spatula, occasionally push the bread down into the liquid as it soaks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sticky Rhubarb Muffins,Add to the creamed mixture alternately with the milk,Add the rhubarb,Combine 4 tablespoons butter and brown sugar until coarsely blended,"Remove from oven and let stand for five minutes, then invert to remove",Distribute evenly over the rhubarb and bake at 350 degrees for 25 minutes,Stir in orange rind,"Cream softened butter and 1/4 cup sugar, beat in egg",Sift together the five dry ingredients,Leaving the muffins up side down so the sticky glaze is now on top,Distribute evenly into (12) greased muffin tin,Do not over mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunelos (Dessert),Delicious!,"roll down top of bag, and shake gently to coat","In small bowl, mix sugar and cinnamon thoroughly",Drain on paper towels or paper bags,Put drained chips in large paper bag,"Fry tortillas, a few wedges at a time, in the oil until golden brown",Cut each flour tortilla in 8 wedges,Heat the oil,Pour on top of chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acorn Squash With Pineapple,Return to oven and bake 5 more minutes or until pineapple mixture bubbles,"You may want to try half the amount of spices first, then add the rest if needed",Divide pineapple mixture in half and place inside squash cavity,Bake for 45 to 60 minutes until soft and tender,Preheat oven to 350 degrees,"Place each half, cut-side down on a nonstick baking sheet",Cut squash in half and remove seeds,Now place squash into a baking dish,Meanwhile mix pineapple with spices and set aside,Serve hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Ganache,",",",",",",",",Press into 9\,"Mix together the pecans, melted butter, and sugar",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetic Strawberry Shortcake,Bake 7 to 9 minutes until golden brown,Cover and refrigerate,Let stand 10 minutes,Preheat oven to 425 degrees,Mix until soft dough forms,Mash two cups of strawberries and add 1/2 SPLENDA Granular or other sugar substitute,Drop batter by spoonfuls onto greased baking sheet to form 6 shortcakes,Blend baking mix and 1/4 cup SPLENDA Granular or other sugar substitute in a bowl,Mix in remaining strawberries,Add milk and sour cream,Cut in half and layer strawberry sauce and whipped topping in middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pineapple Baked Beans,Combine everything but pineapples and pour into a 2 quart casserole or baking dish,Preheat oven to 350 degrees,Stir in pineapples and bake 30 minutes more,Enjoy!,"Bake for 30 minutes, uncovered",For Vegetarian use vegetarian baked beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yummy Low Cal-Low Fat Pineapple Bread Pudding,"When ready to bake, preheat oven to 325 degrees",Bake for about 50 minutes or until the top is lightly browned,Serve warm,Refrigerate leftovers,"In a medium-size bowl, mix together the egg substitute, sugar, milk, and vanilla",Place the bread cubes in the casserole dish and set aside,Cover and place in refrigerator for at least two hours-- or overnight,Uncover the casserole dish and pour the melted butter evenly over the top,Coat a medium-size casserole dish with nonstick spray,Pour over the bread cubes in the casserole dish,Add the pineapple and juice and mix thoroughly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Tart Crust - Tortenboden,"Beat the egg whites until fluffy, then fold them into the mixture","Mix the hot milk with the remaining sugar, lemon juice, lemon peel, and butter","Sift together the flour, salt, and baking powder","Grease a pan and dust with flour, pour mixture into pan and bake at 350 degrees for 35 minutes",Combine all mixtures,"when cool, slice twice horizontally, spread layers with cream filling of your choice, and set back together","Beat the egg yolks and gradually add 1/2 cup sugar, and beat to a froth",Remove from oven and let cool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oatmeal Peanut Butter Chocolate Chip Cookies,Combine oats and baking soda,remove to wire racks to cool completely,drop by tablespoonfuls onto ungreased cookie sheets,"gradually add sugar and brown sugar, beating well","add to butter mixture, mixing well",Beat butter and peanut butter at medium speed with an electric mixer until fluffy,Add eggs and vanilla,Stir in morsels,Bake at 350° degrees for 9-10 minutes,Cool on cookie sheets 5 minutes,mixing well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traditional Amish Sugar Cookies,"Add eggs, mix again",Bake in oven at 375 degrees,"Mix granulated sugar, powdered sugar, butter, and cooking oil together",Pour a small amount of granulated sugar in a bowl,Bake for about 10-12 minutes or until lightly brown,Dip bottom of a cup in the small bowl of sugar,Then slightly flatten dough with the bottom of cup,Drop small balls of dough on cookie sheet,"Add flour, cream of tartar, vanilla, and baking soda mix together",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Strawberry Cobbler,Spoon mixture into a greased 8-inch square baking dish,"add to butter mixture alternately with milk, beginning and ending with flour mixture","Arrange strawberries on top, cut side down",cut in 1/4 cup chilled butter with pastry blender until crumbly,"Add egg and vanilla, beating well",Sprinkle over strawberries,"Combine 1 1/4 cup flour, baking powder, and salt",Combine 1/4 cup flour and 1/4 cup sugar,Serve warm with ice cream or whipped cream,"gradually add 3/4 cup sugar, beating well",Beat 1/4 cup softened butter at medium speed with an electric mixer,Bake at 350 degrees for 1 hour or until a wooden pick inserted in center comes out clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creamy Peanut Butter Fudge,Cover and cook 3 minutes without stirring,Pour into a buttered 13x9 inch pan,uncover and boil 5 minutes (Do not stir),"Combine first 3 ingredients in a large, heavy saucepan","Bring to a boil over medium-high heat, stirring constantly",Stir in marshmallow creme and vanilla,"add morsels, stirring until morsels melt",Place in freezer for 10 minutes or let cool at room temperature,Remove from heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Chess Squares,Add the vanilla extract,Coat a 13 x 9 pan with cooking spray,"Combine cake mix, egg, butter, and water by hand","Bake 45 minutes or until top is golden, cool and cut into squares",Heat oven to 350 degrees F,"In a mixing bowl, beat the cream cheese, powdered sugar, and egg whites until smooth",Pour mixture over batter,"Now, pat the batter mixture into the bottom of the prepared pan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nut-Free Carrot Cake,"Beat oil and sugar, then add eggs",Add and mix the rest of the cake ingredients in the order given Beat for 1 minute,Pour into 3 9-inch cake pans,Beat until smooth,"Icing: Mix butter and cream cheese together until smooth, then add sugar a little at a time",Bake at 350°F for 35 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pecan Pie,Makes two small 8-inch pies or one 9-inch deep dish,Bake 325°F for 30-45 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian Cream Cake,"gradually add sugar, beating well",Beat egg whites until stiff peaks form,Spread Nutty Cream Cheese Frosting between layers and on top and sides of cake,"add to butter mixture alternately with buttermilk, beginning and ending with flour mixture",Add vanilla,Beat at high speed until smooth,Beat butter and shortening at medium speed with an electric mixer until fluffy,"remove from pans, and cool on wire racks",Pour batter into three greased and floured 9-inch round baking cakepans,"Add egg yolks, one at a time, beating until well blended after each addition",Cool in pans on wire racks 10 minutes,Combine flour and soda,Stir in coconut,"Nutty Cream Cheese Frosting: Beat cream cheese, butter, and vanilla at medium speed with and electric mixer until creamy",stir in pecans,beat until blended,Bake at 350 degrees for 25 minutes or until a wooden pick inserted in center comes out clean,Beat at low speed until blended after each addition,fold into batter,"Add sugar, beating at low speed until blended",,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Peanut Butter Pebbles,Drop by teaspoonfuls onto waxed paper covered cookie sheets,Refrigerate several hours or until firm,"In a large saucepan or in a large microwavable bowl, melt the chocolate chips and peanut butter together",Add marshmallows and stir until they are well coated,Stir until well blended and cool for 5 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft 'N Chewy CHOCOLATE SANDWICH COOKIES,Cool on wire racks,"In a large mixing bowl, beat cakes mixes, eggs and oil","Color with a few drops of food coloring, if desired, for any occasion","Add sugar gradually, until smooth and spreadable",Preheat oven to 350 degrees,Bake for about 10 minutes or until almost set,Spread half of the cookies with filling and top with remaining cookies,Store in airtight container in the refrigerator,"Roll into 1 inch balls and place on ungreased baking sheets, flatten slightly with back of spoon or fork","Filling: In a large mixing bowl, beat together cream cheese, butter and vanilla until fluffy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Ever Pumpkin Pie,Reduce heat to 350 degrees,Combine pumpkin and remaining ingredients in a large bowl,Cool on a wire rack,bake 50 additional minutes or until a knife inserted in center comes out clean,Bake at 425 degrees for 15 minutes,beat at medium speed with an electric mixer 2 minutes,Pour into prepared piecrust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheery Cherry Macaroons,"Combine flour, soda, powder and salt and gradually add to creamed mixture",Drop by rounded teaspoonfuls 2 inches apart onto greased or non stick cookie sheets,"In a mixing bowl, cream sugar and shortening together",Bake for 10 to 12 minutes or until light golden brown,Preheat oven to 375 degrees,Add eggs and almond extract and mix well,Cool on racks,"Stir in coconut and cherries, this will take a bit because the dough is very stiff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Buttered Rum Muffins,place on wire racks,Combine remaining 2 tablespoons rum and 3 tablespoons sugar in a small saucepan,Brush over warm muffins,Remove from pans immediately,"Add eggs, one at a time, beating just until blended after each addition","Spoon into greased muffin pans, filling 3/4 full","Add 1/2 cup sugar, beating well","cook over low heat, stirring constantly, until sugar dissolves",Beat butter at medium speed with an electric mixer until creamy,Combine milk and 3 tablespoons rum,Combine flour and next 4 ingredients,Beat at low speed until blended after each addition,"Add flour mixture to butter mixture alternately with milk mixture, beginning and ending with flour mixture",Bake at 375 degrees for 20-25 minutes or until golden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Cheesecake,Grease and sprinkle graham cracker crumbs on bottom and sides of pan,Cream egg yolks and sugar then add cream cheese 8 onces at a time blending well,"Beat egg whites addding pinch of cream of tartar (I use a 1/4 teaspoon) Beat until stiff, then fold into batter",Put batter in prepared pan,(I use a large roasting pan with about an inch or two of water),Place pan in a pan of water,"Next add the sour cream, flour, vanilla, pineapple and juice",Prepare 10 inch springform pan,Then turn off oven and leave door halfway opened for 1 hour,Bake at 350 for 50 Minutes,After 1 hour remove cake from oven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Coconut Dream Bars,Stir in remaining ingredients,Press into bottom of 9 x 13-inch pan or baking dish,Spread over partially baked crust,Beat the remaining brown sugar with eggs until just blended,Preheat oven to 350°F,Cool completely and cut into squares,Bake for 15 minutes,"Using low speed on mixer, combine flour, 1/2 cup of the brown sugar and butter until particles are fine",Bake for 20 to 25 minutes or until golden brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grammy Mae's Blueberry Muffins,Flour berries and set aside,Preheat oven to 375 degrees F,I have a sneaking suspicion she added vanilla to this as well!,"Sift flour, salt, cream of tartar and baking powder",Bake 12-15 minutes,Add flour mixture to creamed mixture,Add milk and mix well,"Cream sugar, eggs and margarine until light",Fold in berries last and fill greased muffin tins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassava Cake,Mix topping ingredients well and spread evenly on the two cakes,Pour equally into two large greased rectangular pans,Preheat oven to 325° f,In large mixing bowl combine cake ingredients,Bake an additional 20 to 30 minutes,Mix well,Cool cakes completely,Bake until top is no longer liquid (approximately 30 minutes),Slice each cake into 24 equal squares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice  Krispies Treats Lollipops,Push a stick into each ball and set aside to cool,Dip the top of the treat balls into the chocolate and then sprinkle with the candy or sugar sprinkles,Stir until smooth,"Butter you hands (important!) and then shape the treats into 2 inch balls, pressing gently so they are compact, not loose","Let the mixture cool for about 15 minutes or so, giving it a stir once in awhile",Melt the chocolate in the microwave or double boiler and stir until smooth,"For bake sales or potlucks, wrap each treat in plastic and tie with curling ribbon",Lay on a wax paper lined tray until chocolate is hardened,"In a large saucepan or large microwavable bowl, melt butter and marshmallows",Remove from heat and stir in the cereal until it is evenly coated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peanut Butter Cookies,"Add eggs and water, beating well",place 3 inches apart on ungreased cookie sheets,Cream shortening,Bake at 375° for 10-12 minutes,Combine dry ingredients,Shape into 1-inch balls,"add to creamed mixture, beating well","Dip a fork in flour, and flatten cookies to 1/4-inch thickness in a crisscross pattern",Stir in peanut butter,"Remove to wire racks, and cool completely","gradually add sugar, beating until light and fluffy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheery Cherry Muffins,"Add remaining flour, then remaining milk","Mix flour, baking powder, and salt in a separate bowl","Bake in a preheated 375 F oven until golden brown, about 20-30 minutes","If desired, you may sprinkle the muffins with some extra sugar","Add half of the cream or milk, mixing just enough to combine",Fold in the remaining cherry halves,again avoid overmixing,Fold half of the flour mixture into the butter mixture using a spatula,Fill 12 paper-lined muffin tins with batter,add the mashed cherries to the batter,do not overmix,"While cherries are still frozen, cut them into halves, then set aside to thaw and drain in a mesh colander over a bowl","Add eggs, almond extract, and vanilla and beat well",Crush 1/2 cup of the thawed cherries with a fork,Cream butter and sugar using an electric mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low-Fat (Or Fat-Free) Banana-Crunch Muffins,"Serve warm, or cool to serve later!",stir in flour mixture just until moistened,"This recipe only yielded four heart-shaped cakes when I did that, and I baked them for about 45-50 minutes",Note: I made these in heart-shaped pans I bought at a local grocery store,"In large bowl, with wire whisk or fork, mix bananas, yogurt, egg substitute (egg) and vanilla well",Spoon batter into muffin-pan cups,Spray 24 mini-muffin-pan cups with nonstick cooking spray,Preheat oven to 350°F,"In medium bowl, mix first six ingredients",Bake muffins 20 minutes or until tops are golden and toothpick inserted in center of muffin comes out clean,Remove from muffin-pan cups to wire racks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon Bars Lite,",",",",",",",",",",Preheat oven to 350°,",",",",Spray a 9 x 13\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Cake Squares,Cream the sugar and butter together in a large bowl,Stir in the shredded apples and dates until they are completely distributed throughout,Spray the bottom and sides of a 9 inch square baking pan with nonstick cooking spray or grease it with butter and pour in the batter,Preheat oven to 350f degrees,Beat in the eggs and whisk until smooth,Slowly stir in the dry ingredients and mix thoroughly into the batter,"Mix the flour, salt, nutmeg, baking soda and cinnamon together in a medium bowl and stir thoroughly",Put the confectioners' sugar in a sifter and dust it over the cake a few times until all the sugar is gone,Bake in the preheated oven for about 45 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bread Pudding in the Microwave,"When cooked, centre may still be slightly soft, but does set up as pudding cools",your preference,"Rapidly, stir in eggs with a fork or small whisk and combine well",Spread bread cubes evenly in an 8-inch round glass pan,"Sprinkle with the sugar, salt, and raisins",Pour over bread,Serve warm or chilled,Place milk in a 4-cup glass measuring cup and add the butter,Microwave on Medium-High for 9 to 12 minutes,"Microwave on High for four minutes, until butter melts and milk is warm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gingersnap Cookies,"Drop by teaspoonfuls onto greased baking sheets far apart, as cookies will spread",Grease cookie sheets,Remove from sheets with spatula and cool on wire racks,"stir into flour mixture, mixing until batter forms",bake at 375 degrees F,Watch closely to ensure that they don't scorch,mix well,Preheat oven to 375 degrees F,for 5-7 minutes or until cookies are firm and lightly brown,"Sift together flours, ginger, cloves, cinnamon, salt, and baking soda into a large mixing bowl","In another bowl, beat together oil, eggs, molasses, honey, and brown sugar until frothy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mom's Southern Pecan Pie,Add beaten eggs and pecans and mix well,Preheat oven to 375.,"Combine sugar, butter and syrup",Bake for about 45 minutes til center barely \,Pour filling into pie shell,Cool and enjoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick and Easy Honey Cake,Add butter mixture to dry ingredients and stir until just combined,"In another bowl combine butter, eggs, honey and sour cream mix until well combined",Place flour and sugar in a bowl,Preheat oven to 180C (375F),Spoon mix into ring tin and bake 30 minutes or until cooked when tested with a skewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pecan Coated Salmon Fillet,Place each filet coated side up on a baking dish sprayed with nonstick cooking spray,Brush the top of each filet with mustard mixture and lightly dip in the breadcrumb mixture,Add enough water to thin the honey mustard mixture,Bake at 450 degrees for 10 minutes per inch of thickness or until fish flakes easily with fork,Season each salmon filet with salt and pepper to taste,Mix mustard and honey in a small bowl and set aside,"Combine breadcrumbs, pecans and parsley in a shallow dish and set aside",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia Cream Cheese Pound Cake,Bake at 325 degrees F (163 degrees C) for 1 1/2 hours (gas oven 1 hour)[from the time you turn on the oven],Gradually add sugar,"Add eggs, one at a time",All ingredients (including eggs and cream cheese) must be at room temperature,"Cream butter well, add cream cheese",Mix thoroughly,"Note: The longer the cream cheese, butter, and eggs sit at room temperature, the better the cake (ingredients can be left out over night)",Place cake in tube pan in COLD oven,"Add flour gradually, then add vanilla flavor",Note: 3 sticks of butter equal 3/4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit Filled Chocolate Tacos,Cover and chill 2 hours,Cool 15 minutes,Cook about 2 minutes,"Pour 3 tablespoons of batter into pan, quickly tilt pan in all directions so batter covers bottom of pan in a thin film",Place an 8 inch nonstick frypan over medium heat just until hot,"Garnish with carambola, if desired","Combine flour, sugar, cocoa and next 5 ingredients in a medium mixing bowl, beat at medium speed of an electric mixer until smooth",Flip tortilla and cook about 1 minute on the other side,Repeat procedure with remaining batter,"Remove tortilla from pan, and drape over tine of a wire rack suspended over a large bowl",Arrange fruit in chocolate taco shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Apple Cobbler,Toss to coat,"In a large bowl combine the sugar,cornstarch,cinnamon and nutmeg",Cut in butter and mixture resembles crumbs,Stir in milk until moistened,Tranfer to a 11x7x2 pan coated with non cook spray,Sprinkle remaining Splenda on top,Bake at 375.,Drop mounds on to apples and spread,"For topping combine the flour,1/3 cup splenda,baking powder and salt",Add apples and orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peanut Butter Oat Bran Cookies,Add egg (or whites),Bake 10-12 minutes or until golden brown,Preheat oven to 350°F,beat until smooth,Stir in peanut butter and vanilla,mix well,mix well,Add remaining dry ingredients,Drop by teaspoons onto ungreased cookie sheet,Mix melted margarine with sugars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheerios Treats,Heat the corn syrup in a large saucepan until boiling and remove from heat,Press mixture into a buttered 8 inch square pan,Cool completely and slice into 2 inch squares,Add Cheerios and stir until well coated,Stir in vanilla and chocolate chips until melted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual Chocolate Indulgence Cake,Distribute batter among the four molds,Do not overmix or the cake will be rubbery,Do not overbake,add flour and mix only until combined,"When it reaches a boil, remove it from the heat, and pour it into a clean, dry bowl","In a 1-quart heavy-bottomed saucepan, combine the heavy cream, butter, and sugar","Once the mixture has come to a boil, pour it into the warm ganache","For the Chocolate Sauce: Pour the milk into a 2-quart heavy-bottomed saucepan, place over medium-high heat, and bring to a boil",Place molds on a sheet pan and bake for 10 to 12 minutes,"Place the sauce over medium-high heat and bring to a boil, stirring constantly with a whisk","Whisk well, stirring into the edge of the saucepan to combine","Lightly grease four 4-ounce disposable aluminum cups, muffin molds, or ramekins with vegetable baking spray",Preheat the oven to 400 degrees F,"In the top of a double boiler, melt the chocolate, then add the butter and sugar until just melted",The butter should be completely melted and the sugar completely dissolved,"Place the saucepan over medium-high heat and bring to a boil, stirring occasionally","As the chocolate sauce cooks, it will begin to thicken slightly","When it boils, remove the milk from the heat and make a ganache by adding the chopped chocolate",Add eggs and whisk until well combined,The ganache should be homogenous and smooth,Set the ganache aside,,,,,,,,,,,,,,,,,,,,,,,,
Pudding Cake,",",Preheat oven to 350 degrees,Grease and flour tube or 10\,",",",",",",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Grief Paper Bag Apple Pie,Prepare Topping: Combine flour and sugar and cut in butter until you have pea sized crumbs,Remove from oven and then remove pie from when cool enough to handle,Place on a cookie sheet,"No burnt crust, no under baked apples and no juices spilling over into your oven!",Carefully slide the pie into the brown bag and fold the end under the pie plate,Sprinkle topping evenly over the apples and pat down around the edges,Preheat oven to 425 degrees,Filling: Mix all ingredients in a large bowl and turn them into the unbaked pie shell,Bake for 50 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buttermilk Pound Cake,"Combine flour, soda, and salt","Add eggs, one at a time, beating after each addition",Pour into greased and floured 10-inch tube pan,"Cream butter, gradually add sugar, beating at medium speed of an electric mixer until well blended",Stir in flavorings,Bake at 325 degrees F (163 degrees C) for 1 hour,"add to creamed mixture alternately with buttermilk, beginning and ending with flour mixture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low Fat Lemon Poppy Seed Cake,Stir in poppy seeds by hand,"Add sour cream, water, yogurt, egg substitute and lemon juice",Combine cake mix and sugar,Beat at medium speed for 5-6 minutes,Stir glaze ingredients together and drizzle over warm cake,Cool in pan for 10 minutes,Bake about 40 minutes or til a toothpick in center of cake comes clean,Spray a bundt pan with cooking spray and pour in the batter,Preheat oven to 350 degrees F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
